Type,Date,Code_Departement,Commune,Area (ha),Cause,ID_new
Foret,2022-07-30,34,CASTELNAU-DE-GUERS,0.0575,Malveillance,4010
Foret,2022-07-31,13,MARTIGUES,0.5,Vehicules,4011
Foret,2022-07-31,13,JOUQUES,0.002,Malveillance,4013
Foret,2022-07-31,83,TOULON,0.02,Jet D'Objets Incandescents,4014
Foret,2022-07-31,83,MAZAUGUES,37.13,Travaux Agricoles,4015
Foret,2022-07-31,30,AUBAIS,286.16,Malveillance,4016
Foret,2022-07-31,13,SEPTEMES-LES-VALLONS,34.999,Vehicules,4017
Foret,2022-07-31,6,LUCERAM,6.3,Vehicules,4019
Foret,2022-07-31,13,PENNES-MIRABEAU (LES),1.0,Jet D'Objets Incandescents,4020
Foret,2022-07-31,13,PENNES-MIRABEAU (LES),0.0035,Jet D'Objets Incandescents,4021
Foret,2022-07-31,13,CABRIES,0.01,Vehicules,4024
Foret,2022-08-01,2B,SANTO-PIETRO-DI-TENDA,3.0,Malveillance,4025
Foret,2022-08-01,2B,SANTO-PIETRO-DI-TENDA,456.0,Malveillance,4026
Foret,2022-08-01,7,ASTET,0.5,Vehicules,4027
Foret,2022-08-01,13,MAUSSANE-LES-ALPILLES,0.0005,Travaux (Particuliers),4031
Foret,2022-08-02,66,BAIXAS,3.0,Malveillance,4034
Foret,2022-08-02,66,AMELIE-LES-BAINS-PALALDA,0.0071,Malveillance,4035
Foret,2022-08-02,66,AMELIE-LES-BAINS-PALALDA,0.0089,Malveillance,4036
Foret,2022-08-02,66,AMELIE-LES-BAINS-PALALDA,0.0173,Malveillance,4037
Foret,2022-08-02,5,SAINT-EUSEBE-EN-CHAMPSAUR,1.313,Lignes Electriques,4038
Foret,2022-08-02,34,CAYLAR (LE),1.2486,Jet D'Objets Incandescents,4040
Foret,2022-08-02,34,HEREPIAN,0.0026,Conflit,4042
Foret,2022-08-02,2B,LOZZI,0.04,Malveillance,4043
Foret,2022-08-02,34,MONTAGNAC,13.0122,Malveillance,4045
Foret,2022-08-02,2B,SAN-LORENZO,0.0005,Foudre,4046
Foret,2022-08-02,66,SAINT-HIPPOLYTE,1.0,Malveillance,4047
Foret,2022-08-02,2B,CORTE,2.3,Foudre,4050
Foret,2022-08-02,13,CABRIES,5.0,Lignes Electriques,4051
Foret,2022-08-02,2B,AITI,0.0005,Foudre,4052
Foret,2022-08-02,13,GARDANNE,0.025,Travaux Agricoles,4053
Foret,2022-08-02,13,GEMENOS,0.002,Jet D'Objets Incandescents,4054
Foret,2022-08-02,48,SAINT-ETIENNE-VALLEE-FRANCAISE,15.0,Lignes Electriques,4055
Foret,2022-08-02,66,TAUTAVEL,0.0591,Malveillance,4056
Foret,2022-08-02,66,TAUTAVEL,0.0115,Malveillance,4057
Foret,2022-08-02,66,TAUTAVEL,0.047,Malveillance,4058
Foret,2022-08-02,66,TAUTAVEL,0.0547,Malveillance,4059
Foret,2022-08-02,66,TAUTAVEL,0.1037,Malveillance,4060
Foret,2022-08-03,2B,OLMETA-DI-TUDA,0.5,Malveillance,4062
Foret,2022-08-03,13,EYGALIERES,0.05,Travaux Industriels/Publics,4063
Foret,2022-08-03,2B,PATRIMONIO,0.15,Malveillance,4065
Foret,2022-08-03,7,DEVESSET,0.1,Pyromanie,4066
Foret,2022-08-03,66,TOULOUGES,2.0,Malveillance,4067
Foret,2022-08-03,13,LAMBESC,1.73,Travaux (Particuliers),4068
Foret,2022-08-03,4,AIGLUN,0.0005,Lignes Electriques,4069
Foret,2022-08-05,83,CASTELLET (LE),2.9,Malveillance,4080
Foret,2022-08-05,2B,ASCO,0.0001,Foudre,4081
Foret,2022-08-05,48,BONDONS (LES),32.0,Foudre,4083
Foret,2022-08-05,13,LANCON-PROVENCE,0.2993,Lignes Electriques,4085
Foret,2022-08-06,2A,PIETROSELLA,0.0001,Travaux (Particuliers),4088
Foret,2022-08-06,4,GREOUX-LES-BAINS,0.0166,Lignes Electriques,4090
Foret,2022-08-06,4,ROUMOULES,0.05,Vehicules,4092
Foret,2022-08-06,6,LANTOSQUE,0.1,Foudre,4093
Foret,2022-08-06,34,SAINT-GENIES-DE-VARENSAL,0.0381,Malveillance,4094
Foret,2022-08-06,34,VACQUIERES,32.1,Jet D'Objets Incandescents,4095
Foret,2022-08-06,6,LUCERAM,0.15,Foudre,4097
Foret,2022-08-06,6,AMIRAT,12.0,Foudre,4098
Foret,2022-08-06,13,AUBAGNE,0.015,Malveillance,4099
Foret,2022-08-06,13,ORGON,0.015,Vehicules,4100
Foret,2022-08-06,34,SAINT-NAZAIRE-DE-LADAREZ,0.0458,Malveillance,4102
Foret,2022-08-06,34,SAINT-NAZAIRE-DE-LADAREZ,0.158,Malveillance,4103
Foret,2022-08-06,34,SAINT-NAZAIRE-DE-LADAREZ,0.1244,Malveillance,4104
Foret,2022-08-06,34,CAUSSES-ET-VEYRAN,0.4802,Accidentelle,4105
Foret,2022-08-07,6,BRIGUE (LA),2.0,Foudre,4107
Foret,2022-08-07,2A,BOCOGNANO,0.5,Foudre,4108
Foret,2022-08-07,66,PIA,9.0,Malveillance,4109
Foret,2022-08-07,2B,MURACCIOLE,0.001,Foudre,4110
Foret,2022-08-07,2B,MURO,0.02,Malveillance,4111
Foret,2022-08-07,2B,VIVARIO,0.02,Foudre,4112
Foret,2022-08-07,2A,PASTRICCIOLA,0.005,Foudre,4113
Foret,2022-08-07,2A,COZZANO,5.1,Foudre,4114
Foret,2022-08-07,2A,QUENZA,0.005,Foudre,4115
Foret,2022-08-07,2A,ZONZA,0.0001,Foudre,4116
Foret,2022-08-07,6,UTELLE,0.005,Foudre,4117
Foret,2022-08-07,34,ROSIS,7.1168,Malveillance,4119
Foret,2022-08-07,34,AVENE,36.29,Autres Installations,4120
Foret,2022-08-07,2A,ZONZA,0.01,Foudre,4121
Foret,2022-08-07,2B,CAMBIA,0.001,Foudre,4123
Foret,2022-08-07,6,BREIL-SUR-ROYA,1.15,Foudre,4124
Foret,2022-08-07,2B,ALBERTACCE,0.0005,Foudre,4125
Foret,2022-08-07,2B,GHISONI,0.0001,Foudre,4127
Foret,2022-08-08,66,CAUDIES-DE-FENOUILLEDES,1.0,Malveillance,4128
Foret,2022-08-08,2B,ASCO,0.0005,Foudre,4129
Foret,2022-08-08,2A,BOCOGNANO,0.1,Foudre,4130
Foret,2022-08-08,2A,EVISA,0.005,Foudre,4132
Foret,2022-08-08,48,MASSEGROS (LE),107.0,Accidentelle,4133
Foret,2022-08-08,2A,OTA,0.005,Foudre,4134
Foret,2022-08-08,2A,MURZO,0.01,Foudre,4135
Foret,2022-08-08,2B,PIETROSO,0.0005,Foudre,4136
Foret,2022-08-08,2A,LETIA,0.005,Foudre,4137
Foret,2022-08-08,2B,CHISA,0.0005,Foudre,4138
Foret,2022-08-09,7,SAINT-BARTHELEMY-LE-PLAIN,12.0,Chemin De Fer,4140
Foret,2022-08-09,2B,GHISONACCIA,0.04,Malveillance,4141
Foret,2022-08-09,2A,FIGARI,1.2,Malveillance,4143
Foret,2022-08-09,2A,BONIFACIO,0.004,Malveillance,4144
Foret,2022-08-09,6,CONSEGUDES,0.015,Foudre,4145
Foret,2022-08-09,2A,SAN-GAVINO-DI-CARBINI,0.002,Foudre,4146
Foret,2022-08-09,2A,PORTO-VECCHIO,0.0041,Malveillance,4147
Foret,2022-08-10,2A,CALCATOGGIO,0.15,Depot d'Ordures,4149
Foret,2022-08-10,30,SAINT-CHRISTOL-LES-ALES,0.2851,Malveillance,4150
Foret,2022-08-10,34,CAUSSES-ET-VEYRAN,3.351,Malveillance,4151
Foret,2022-08-10,48,SAINT-GEORGES-DE-LEVEJAC,0.015,Travaux Agricoles,4152
Foret,2022-08-10,7,EMPURANY,12.0,Chemin De Fer,4153
Foret,2022-08-10,6,LANTOSQUE,0.004,Foudre,4154
Foret,2022-08-10,2A,ZONZA,0.05,Foudre,4155
Foret,2022-08-10,2A,MURZO,0.0015,Foudre,4159
Foret,2022-08-10,2A,PORTO-VECCHIO,0.001,Malveillance,4164
Foret,2022-08-11,5,FAURIE (LA),0.2,Jet D'Objets Incandescents,4169
Foret,2022-08-11,13,AURIOL,3.0,Foudre,4170
Foret,2022-08-11,2A,PILA-CANALE,0.0001,Foudre,4171
Foret,2022-08-11,83,SAINTE-ANASTASIE-SUR-ISSOLE,0.032,Foudre,4172
Foret,2022-08-11,2A,BASTELICA,0.0001,Foudre,4173
Foret,2022-08-11,2A,BASTELICA,0.001,Foudre,4174
Foret,2022-08-11,2A,SERRA-DI-SCOPAMENE,0.0005,Depot d'Ordures,4175
Foret,2022-08-12,7,LABLACHERE,0.1,Malveillance,4178
Foret,2022-08-12,13,SALON-DE-PROVENCE,0.02,Vehicules,4179
Foret,2022-08-12,5,AVANCON,0.59,Lignes Electriques,4181
Foret,2022-08-12,13,FUVEAU,0.01,Vehicules,4182
Foret,2022-08-12,13,SALON-DE-PROVENCE,0.005,Vehicules,4183
Foret,2022-08-12,48,PIED-DE-BORNE,10.0,Lignes Electriques,4184
Foret,2022-08-13,2A,SAN-GAVINO-DI-CARBINI,0.0003,Foudre,4185
Foret,2022-08-13,2A,SOTTA,0.0005,Foudre,4186
Foret,2022-08-13,2A,EVISA,0.0003,Foudre,4187
Foret,2022-08-13,7,LAMASTRE,25.0,Malveillance,4189
Foret,2022-08-13,83,FLAYOSC,0.28,Jet D'Objets Incandescents,4191
Foret,2022-08-13,2B,OLETTA,4.0,Malveillance,4192
Foret,2022-08-13,5,FURMEYER,0.016,Pyromanie,4193
Foret,2022-08-13,30,AIGUEZE,0.6077,Foudre,4198
Foret,2022-08-13,5,FURMEYER,0.0323,Pyromanie,4199
Foret,2022-08-14,7,AILHON,1.0,Vehicules,4201
Foret,2022-08-14,13,AURONS,0.003,Foudre,4203
Foret,2022-08-14,13,PUYLOUBIER,0.001,Foudre,4206
Foret,2022-08-14,4,CASTELLANE,0.0025,Foudre,4209
Foret,2022-08-15,13,CIOTAT (LA),0.0002,Vehicules,4212
Foret,2022-08-15,2A,ALATA,0.0005,Foudre,4213
Foret,2022-08-15,83,CHATEAUVERT,0.002,Foudre,4214
Foret,2022-08-15,34,TOUR-SUR-ORB (LA),0.2834,Malveillance,4215
Foret,2022-08-15,2B,MANSO,0.0001,Foudre,4216
Foret,2022-08-15,34,SERIGNAN,3.0275,Malveillance,4217
Foret,2022-08-15,34,NEBIAN,0.3011,Malveillance,4218
Foret,2022-08-15,5,UPAIX,0.62,Foudre,4219
Foret,2022-08-15,7,LABLACHERE,1.5,Lignes Electriques,4220
Foret,2022-08-16,2B,ALERIA,0.001,Foudre,4221
Foret,2022-08-16,4,AIGLUN,0.044,Travaux (Particuliers),4222
Foret,2022-08-16,4,SENEZ,0.17,Foudre,4223
Foret,2022-08-16,83,SANARY-SUR-MER,0.64,Lignes Electriques,4224
Foret,2022-08-17,13,TARASCON,0.012,Foudre,4226
Foret,2022-08-17,13,SAINT-ETIENNE-DU-GRES,0.0004,Foudre,4228
Foret,2022-08-17,4,CHATEAUNEUF-VAL-SAINT-DONAT,0.006,Foudre,4229
Foret,2022-08-18,2A,VERO,0.0222,Foudre,4230
Foret,2022-08-18,34,SOULIE (LE),0.0026,Foudre,4232
Foret,2022-08-20,34,CLERMONT-L'HERAULT,0.2519,Malveillance,4236
Foret,2022-08-21,4,MONTFURON,0.22,Jet D'Objets Incandescents,4241
Foret,2022-08-21,2A,LETIA,0.02,Foudre,4242
Foret,2022-08-22,13,SAINT-MARTIN-DE-CRAU,94.828,Malveillance,4244
Foret,2022-08-23,2B,VEZZANI,0.001,Foudre,4246
Foret,2022-08-23,34,TAUSSAC-LA-BILLIERE,0.0448,Malveillance,4247
Foret,2022-08-23,34,LAMALOU-LES-BAINS,0.0812,Accidentelle,4248
Foret,2022-08-23,13,SEPTEMES-LES-VALLONS,0.005,Depot d'Ordures,4249
Foret,2022-08-23,2B,SORBO-OCAGNANO,0.1,Malveillance,4252
Foret,2022-08-25,34,BOUSQUET-D'ORB (LE),0.0052,Malveillance,4255
Foret,2022-08-25,2A,OTA,0.0001,Foudre,4256
Foret,2022-08-25,13,AURIOL,2.48,Travaux Industriels/Publics,4257
Foret,2022-08-26,83,BRIGNOLES,0.002,Foudre,4260
Foret,2022-08-26,2B,ALBERTACCE,0.001,Foudre,4261
Foret,2022-08-26,6,CLANS,0.04,Foudre,4263
Foret,2022-08-27,2B,ANTISANTI,0.001,Foudre,4265
Foret,2022-08-28,7,MONTPEZAT-SOUS-BAUZON,32.0,Malveillance,4266
Foret,2022-08-28,4,CASTELLANE,0.0005,Foudre,4267
Foret,2022-08-28,2A,CIAMANNACCE,0.001,Foudre,4268
Foret,2022-08-28,2B,GHISONI,0.001,Foudre,4269
Foret,2022-08-29,7,DESAIGNES,0.6,Foudre,4271
Foret,2022-08-30,83,BAGNOLS-EN-FORET,0.02,Foudre,4273
Foret,2022-09-01,7,BEAULIEU,8.0,Foudre,4278
Foret,2022-09-01,13,FUVEAU,0.05,Malveillance,4279
Foret,2022-09-01,7,MONTPEZAT-SOUS-BAUZON,0.02,Reprise Incendie,4280
Foret,2022-09-01,2B,ALBERTACCE,1.2,Foudre,4281
