Type,Date,Code_Departement,Commune,Area (ha),Cause,ID_new
Foret,2021-07-29,13,VENTABREN,0.19,Travaux Agricoles,2095
Foret,2021-07-29,66,LAROQUE-DES-ALBERES,1.0,Loisirs (Particuliers),2096
Foret,2021-07-29,4,ROUMOULES,0.05,Travaux (Particuliers),2097
Foret,2021-07-29,2A,PETRETO-BICCHISANO,0.002,Travaux Industriels/Publics,2098
Foret,2021-07-29,2A,APPIETTO,3.7,Malveillance,2100
Foret,2021-07-29,2A,APPIETTO,35.7,Malveillance,2101
Foret,2021-07-29,83,CELLE (LA),0.015,Jet D'Objets Incandescents,2102
Foret,2021-07-29,2A,CALCATOGGIO,0.02,Accidentelle,2103
Foret,2021-07-29,13,CIOTAT (LA),0.0005,Jet D'Objets Incandescents,2106
Foret,2021-07-30,4,MOTTE-DU-CAIRE (LA),0.83,Foudre,2108
Foret,2021-07-30,34,FRAISSE-SUR-AGOUT,0.0408,Loisirs (Particuliers),2111
Foret,2021-07-30,6,VILLENEUVE-LOUBET,0.1,Jet D'Objets Incandescents,2112
Foret,2021-07-30,4,SAINT-BENOIT,0.02,Foudre,2113
Foret,2021-07-30,83,CANNET-DES-MAURES (LE),0.2,Jet D'Objets Incandescents,2116
Foret,2021-07-31,5,AIGUILLES,0.0005,Foudre,2117
Foret,2021-07-31,5,CHATEAUNEUF-DE-CHABRE,0.0002,Foudre,2118
Foret,2021-07-31,66,CERBERE,9.93,Loisirs (Particuliers),2119
Foret,2021-07-31,2A,ZONZA,0.05,Lignes Electriques,2120
Foret,2021-08-01,2A,FIGARI,0.002,Malveillance,2123
Foret,2021-08-01,2A,MONACIA-D'AULLENE,0.002,Malveillance,2124
Foret,2021-08-01,6,VALDEBLORE,0.01,Foudre,2125
Foret,2021-08-01,4,RIEZ,0.048,Travaux Agricoles,2126
Foret,2021-08-01,34,VENDEMIAN,6.9781,Malveillance,2128
Foret,2021-08-01,4,BEAUJEU,0.65,Foudre,2130
Foret,2021-08-01,13,MIRAMAS,0.05,Malveillance,2132
Foret,2021-08-01,34,LAURET,0.428,Malveillance,2133
Foret,2021-08-01,2B,MORSIGLIA,0.1128,Jet D'Objets Incandescents,2134
Foret,2021-08-02,2B,LUMIO,0.0517,Jet D'Objets Incandescents,2136
Foret,2021-08-02,34,NEBIAN,13.41,Malveillance,2139
Foret,2021-08-02,13,SALON-DE-PROVENCE,0.1,Jet D'Objets Incandescents,2143
Foret,2021-08-02,34,CABRIERES,0.1046,Malveillance,2145
Foret,2021-08-02,13,MIRAMAS,0.006,Malveillance,2146
Foret,2021-08-02,34,GRABELS,0.0053,Malveillance,2148
Foret,2021-08-03,2A,PERI,7.8,Malveillance,2150
Foret,2021-08-03,2B,ALBERTACCE,0.0002,Jet D'Objets Incandescents,2151
Foret,2021-08-03,83,ARCS (LES),0.005,Malveillance,2152
Foret,2021-08-03,4,PIERRERUE,0.32,Travaux Agricoles,2153
Foret,2021-08-03,30,PEYROLLES,0.0154,Travaux (Particuliers),2155
Foret,2021-08-05,13,FUVEAU,0.05,Travaux (Particuliers),2157
Foret,2021-08-05,6,ANTIBES,0.03,Loisirs (Particuliers),2158
Foret,2021-08-05,2A,PARTINELLO,0.0001,Malveillance,2159
Foret,2021-08-06,13,JOUQUES,0.001,Travaux Industriels/Publics,2161
Foret,2021-08-06,4,MOTTE-DU-CAIRE (LA),0.002,Reprise Incendie,2162
Foret,2021-08-06,13,SEPTEMES-LES-VALLONS,0.015,Jet D'Objets Incandescents,2163
Foret,2021-08-07,84,APT,1.07,Travaux (Particuliers),2165
Foret,2021-08-07,2B,LINGUIZZETTA,10.0,Malveillance,2166
Foret,2021-08-07,2A,CUTTOLI-CORTICCHIATO,3.5,Malveillance,2167
Foret,2021-08-07,66,MAURY,0.2,Lignes Electriques,2168
Foret,2021-08-07,13,MARTIGUES,0.003,Loisirs (Particuliers),2169
Foret,2021-08-07,4,AIGLUN,0.25,Foudre,2170
Foret,2021-08-07,13,MARTIGUES,0.002,Jet D'Objets Incandescents,2172
Foret,2021-08-08,2A,APPIETTO,0.0001,Malveillance,2173
Foret,2021-08-08,6,PEGOMAS,0.03,Vehicules,2174
Foret,2021-08-08,13,MARTIGUES,0.06,Malveillance,2175
Foret,2021-08-08,30,CANNES-ET-CLAIRAN,0.1294,Malveillance,2176
Foret,2021-08-08,30,ARAMON,0.0037,Malveillance,2177
Foret,2021-08-08,6,GUILLAUMES,0.025,Loisirs (Particuliers),2178
Foret,2021-08-08,13,ISTRES,0.03,Malveillance,2180
Foret,2021-08-09,83,CASTELLET (LE),0.003,Loisirs (Particuliers),2181
Foret,2021-08-09,13,BOUC-BEL-AIR,0.91,Vehicules,2185
Foret,2021-08-09,13,BOUC-BEL-AIR,0.03,Jet D'Objets Incandescents,2186
Foret,2021-08-10,4,TARTONNE,2.87,Jet D'Objets Incandescents,2189
Foret,2021-08-10,13,TRETS,0.048,Lignes Electriques,2190
Foret,2021-08-10,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.0303,Malveillance,2191
Foret,2021-08-10,2A,SARTENE,0.0001,Foudre,2192
Foret,2021-08-10,34,BOSC (LE),0.0043,Malveillance,2193
Foret,2021-08-11,13,BOUC-BEL-AIR,0.0002,Travaux Industriels/Publics,2196
Foret,2021-08-11,13,AUBAGNE,0.08,Lignes Electriques,2197
Foret,2021-08-11,66,PORT-VENDRES,0.37,Vehicules,2198
Foret,2021-08-11,4,GREOUX-LES-BAINS,1.69,Vehicules,2199
Foret,2021-08-11,13,PEYPIN,0.001,Loisirs (Particuliers),2201
Foret,2021-08-12,13,VENTABREN,0.002,Jet D'Objets Incandescents,2202
Foret,2021-08-12,6,DALUIS,0.003,Foudre,2206
Foret,2021-08-12,13,SIMIANE-COLLONGUE,0.01,Travaux Industriels/Publics,2207
Foret,2021-08-12,66,CAIXAS,0.02,Lignes Electriques,2208
Foret,2021-08-12,2A,SARI-SOLENZARA,0.002,Vehicules,2209
Foret,2021-08-13,13,ROQUEVAIRE,0.001,Vehicules,2211
Foret,2021-08-13,13,ROUSSET,0.014,Lignes Electriques,2212
Foret,2021-08-13,66,RASIGUERES,1.5,Lignes Electriques,2213
Foret,2021-08-13,13,FOS-SUR-MER,0.02,Vehicules,2214
Foret,2021-08-14,83,TOURVES,0.03,Travaux (Particuliers),2225
Foret,2021-08-14,30,PUJAUT,0.9306,Malveillance,2227
Foret,2021-08-14,13,MARTIGUES,0.002,Malveillance,2229
Foret,2021-08-14,13,CEYRESTE,0.0005,Malveillance,2230
Foret,2021-08-14,2A,SARTENE,0.01,Malveillance,2231
Foret,2021-08-14,2A,SARTENE,0.8,Malveillance,2232
Foret,2021-08-15,7,SAINT-LAURENT-LES-BAINS,0.0003,Malveillance,2234
Foret,2021-08-15,2B,CORTE,0.3,Involontaire (particulier),2235
Foret,2021-08-15,30,DOMAZAN,0.1409,Jet D'Objets Incandescents,2238
Foret,2021-08-15,4,SAINT-PONS,0.0001,Lignes Electriques,2239
Foret,2021-08-15,66,MONTALBA-LE-CHATEAU,4.45,Malveillance,2241
Foret,2021-08-16,34,MONTBAZIN,44.5051,Conflit,2242
Foret,2021-08-16,84,VEDENE,0.047,Malveillance,2244
Foret,2021-08-16,2A,MONACIA-D'AULLENE,0.02,Malveillance,2245
Foret,2021-08-16,2A,SOTTA,0.001,Malveillance,2250
Foret,2021-08-16,83,HYERES,0.3,Lignes Electriques,2253
Foret,2021-08-16,13,FOS-SUR-MER,0.02,Malveillance,2254
Foret,2021-08-16,83,GONFARON,6832.0,Jet D'Objets Incandescents,2256
Foret,2021-08-16,66,ARGELES-SUR-MER,0.5,Jet D'Objets Incandescents,2257
Foret,2021-08-16,13,MIRAMAS,0.005,Malveillance,2258
Foret,2021-08-16,34,MONTAGNAC,2.5273,Conflit,2260
Foret,2021-08-16,34,AIGUES-VIVES,6.716,Jet D'Objets Incandescents,2261
Foret,2021-08-16,2A,MONACIA-D'AULLENE,0.005,Malveillance,2264
Foret,2021-08-16,2B,FELICETO,3.7,Malveillance,2265
Foret,2021-08-17,2A,CONCA,0.04,Malveillance,2266
Foret,2021-08-17,84,BEAUMES-DE-VENISE,239.7,Foudre,2268
Foret,2021-08-17,13,ALLAUCH,0.2261,Jet D'Objets Incandescents,2272
Foret,2021-08-17,30,BEAUCAIRE,1.0744,Malveillance,2273
Foret,2021-08-17,34,PUILACHER,0.1834,Loisirs (Particuliers),2274
Foret,2021-08-17,13,GIGNAC-LA-NERTHE,0.002,Depot d'Ordures,2277
Foret,2021-08-18,34,AUMELAS,1.7876,Malveillance,2280
Foret,2021-08-18,30,NIMES,0.6113,Malveillance,2282
Foret,2021-08-18,34,AUMES,14.3957,Malveillance,2283
Foret,2021-08-18,34,NISSAN-LEZ-ENSERUNE,46.404,Jet D'Objets Incandescents,2284
Foret,2021-08-18,34,SAINT-PARGOIRE,251.64,Malveillance,2285
Foret,2021-08-18,13,PUY-SAINTE-REPARADE (LE),0.16,Travaux Agricoles,2287
Foret,2021-08-18,30,SAINT-HIPPOLYTE-DU-FORT,0.5036,Travaux Agricoles,2290
Foret,2021-08-18,13,MARTIGUES,0.024,Malveillance,2291
Foret,2021-08-19,2B,VOLPAJOLA,2.59,Malveillance,2296
Foret,2021-08-19,66,ESPIRA-DE-L'AGLY,1.0,Malveillance,2297
Foret,2021-08-19,34,SAINT-JEAN-DE-LA-BLAQUIERE,15.3388,Conflit,2298
Foret,2021-08-19,30,VALLERAUGUE,0.0286,Malveillance,2299
Foret,2021-08-19,48,CHANAC,0.93,Travaux (Particuliers),2303
Foret,2021-08-19,13,SEPTEMES-LES-VALLONS,0.005,Loisirs (Particuliers),2304
Foret,2021-08-19,2A,SOTTA,0.001,Malveillance,2306
Foret,2021-08-19,2A,FIGARI,0.01,Malveillance,2307
Foret,2021-08-20,13,PELISSANNE,0.001,Travaux (Particuliers),2312
Foret,2021-08-20,66,SALSES-LE-CHATEAU,17.0,Malveillance,2315
Foret,2021-08-20,83,BAUDUEN,0.87,Jet D'Objets Incandescents,2316
Foret,2021-08-20,2A,AJACCIO,0.0001,Travaux Industriels/Publics,2317
Foret,2021-08-20,4,SAINTE-CROIX-DU-VERDON,0.02,Jet D'Objets Incandescents,2319
Foret,2021-08-20,13,ARLES,0.001,Jet D'Objets Incandescents,2321
Foret,2021-08-21,34,FONTES,0.1962,Accidentelle,2322
Foret,2021-08-21,6,GORBIO,0.06,Jet D'Objets Incandescents,2323
Foret,2021-08-21,2A,PORTO-VECCHIO,0.001,Travaux (Particuliers),2324
Foret,2021-08-21,13,AIX-EN-PROVENCE,1.0,Travaux (Particuliers),2325
Foret,2021-08-22,66,CAIXAS,4.0,Travaux (Particuliers),2330
Foret,2021-08-22,34,MEZE,0.3236,Malveillance,2333
Foret,2021-08-22,13,MIRAMAS,0.02,Malveillance,2335
Foret,2021-08-23,34,SAINT-ANDRE-DE-SANGONIS,0.4389,Conflit,2336
Foret,2021-08-23,34,VENDEMIAN,0.0013,Malveillance,2338
Foret,2021-08-23,34,AUTIGNAC,1.2554,Vehicules,2339
Foret,2021-08-23,66,CANET-EN-ROUSSILLON,2.0,Malveillance,2340
Foret,2021-08-23,30,SABRAN,0.0086,Malveillance,2347
Foret,2021-08-23,13,MIRAMAS,0.008,Pyromanie,2348
Foret,2021-08-23,30,ASPERES,0.0091,Malveillance,2350
Foret,2021-08-23,30,VILLEVIEILLE,0.0999,Malveillance,2351
Foret,2021-08-24,2A,SARTENE,0.3,Lignes Electriques,2353
Foret,2021-08-24,2A,APPIETTO,2.5,Interet,2354
Foret,2021-08-24,2A,CALCATOGGIO,0.014,Malveillance,2355
Foret,2021-08-24,34,CABRIERES,27.8905,Malveillance,2356
Foret,2021-08-24,7,GROSPIERRES,0.005,Travaux (Particuliers),2357
Foret,2021-08-24,13,SAINT-ANTONIN-SUR-BAYON,0.001,Foudre,2360
Foret,2021-08-24,13,ORGON,0.004,Jet D'Objets Incandescents,2364
Foret,2021-08-25,83,MOLE (LA),0.0002,Reprise Incendie,2365
Foret,2021-08-25,83,GRIMAUD,0.0002,Reprise Incendie,2366
Foret,2021-08-25,30,SABRAN,0.001,Reprise Incendie,2367
Foret,2021-08-25,83,COGOLIN,0.0002,Reprise Incendie,2368
Foret,2021-08-25,13,MIRAMAS,0.05,Malveillance,2370
Foret,2021-08-25,83,BARJOLS,0.03,Foudre,2372
Foret,2021-08-25,13,MIRAMAS,0.02,Malveillance,2373
Foret,2021-08-26,83,MOLE (LA),0.0002,Reprise Incendie,2377
Foret,2021-08-26,34,POUSSAN,6.1647,Malveillance,2378
Foret,2021-08-26,6,ISOLA,9.8,Foudre,2379
Foret,2021-08-26,66,TAUTAVEL,90.29,Loisirs (Particuliers),2380
Foret,2021-08-26,6,GREOLIERES,0.03,Foudre,2381
Foret,2021-08-26,2B,SPELONCATO,0.04,Lignes Electriques,2382
Foret,2021-08-27,83,GRIMAUD,0.01,Reprise Incendie,2387
Foret,2021-08-27,2B,FELICETO,0.05,Malveillance,2388
Foret,2021-08-27,13,MARTIGUES,0.001,Malveillance,2389
Foret,2021-08-27,2A,FIGARI,0.003,Malveillance,2390
Foret,2021-08-27,2A,SOTTA,0.002,Malveillance,2391
Foret,2021-08-27,2A,MONACIA-D'AULLENE,1.8,Malveillance,2392
Foret,2021-08-27,2A,FIGARI,0.8,Malveillance,2393
Foret,2021-08-27,2B,FAVALELLO,0.35,Malveillance,2394
Foret,2021-08-27,2A,AJACCIO,0.03,Travaux Industriels/Publics,2395
Foret,2021-08-27,2B,LUGO-DI-NAZZA,0.15,Malveillance,2396
Foret,2021-08-27,83,GARDE-FREINET (LA),0.0002,Reprise Incendie,2398
Foret,2021-08-27,13,ROGNAC,0.002,Malveillance,2400
Foret,2021-08-27,48,ISPAGNAC,15.48,Malveillance,2401
Foret,2021-08-28,2A,OCANA,0.006,Depot d'Ordures,2404
Foret,2021-08-28,13,ISTRES,0.15,Jet D'Objets Incandescents,2405
Foret,2021-08-28,83,VIDAUBAN,0.0002,Reprise Incendie,2406
Foret,2021-08-28,13,GRANS,0.001,Travaux (Particuliers),2409
Foret,2021-08-28,34,BOSC (LE),11.3183,Malveillance,2410
Foret,2021-08-28,34,COMBES,0.1253,Accidentelle,2413
Foret,2021-08-28,30,TRESQUES,0.0143,Lignes Electriques,2414
Foret,2021-08-28,34,MINERVE,0.0378,Jet D'Objets Incandescents,2416
Foret,2021-08-28,34,MURVIEL-LES-BEZIERS,0.284,Malveillance,2417
Foret,2021-08-28,13,FARE-LES-OLIVIERS (LA),0.04,Jet D'Objets Incandescents,2419
Foret,2021-08-28,13,MARTIGUES,0.021,Malveillance,2420
Foret,2021-08-28,66,ALENYA,7.5,Malveillance,2421
Foret,2021-08-28,30,MOLIERES-SUR-CEZE,0.0231,Lignes Electriques,2422
Foret,2021-08-28,13,LANCON-PROVENCE,0.0005,Jet D'Objets Incandescents,2423
Foret,2021-08-29,66,CAUDIES-DE-FENOUILLEDES,0.6,Malveillance,2424
Foret,2021-08-29,34,MAUGUIO,1.7607,Jet D'Objets Incandescents,2425
Foret,2021-08-29,13,BOULBON,0.03,Loisirs (Particuliers),2427
Foret,2021-08-29,34,POUSSAN,0.0157,Accidentelle,2428
Foret,2021-08-30,2B,PIGNA,0.04,Malveillance,2430
Foret,2021-08-30,83,ROQUEBRUNE-SUR-ARGENS,0.005,Interet,2431
Foret,2021-08-30,34,NEBIAN,1.605,Malveillance,2432
Foret,2021-08-30,13,CABRIES,0.005,Travaux (Particuliers),2433
Foret,2021-08-30,7,BESSAS,0.1,Lignes Electriques,2435
Foret,2021-08-30,13,AIX-EN-PROVENCE,0.005,Travaux Agricoles,2436
Foret,2021-08-31,66,CAUDIES-DE-FENOUILLEDES,0.002,Malveillance,2438
Foret,2021-08-31,30,BELVEZET,0.5458,Malveillance,2439
Foret,2021-08-31,2B,OLETTA,0.01,Interet,2443
Foret,2021-08-31,34,VILLEVEYRAC,1.7734,Malveillance,2445
Foret,2021-09-01,34,LODEVE,0.1855,Malveillance,2446
Foret,2021-09-01,2B,PIEDICORTE-DI-GAGGIO,0.81,Interet,2448
Foret,2021-09-01,13,MIRAMAS,0.005,Malveillance,2449
Foret,2021-09-02,2A,ECCICA-SUARELLA,0.002,Lignes Electriques,2451
Foret,2021-09-02,7,SILHAC,0.015,Travaux Agricoles,2453
Foret,2021-09-02,34,MONTAUD,0.0686,Accidentelle,2454
Foret,2021-09-02,83,BASTIDE (LA),0.0045,Jet D'Objets Incandescents,2455
Foret,2021-09-03,83,GRIMAUD,0.0002,Reprise Incendie,2457
Foret,2021-09-03,83,GRIMAUD,0.0002,Reprise Incendie,2458
Foret,2021-09-03,2B,SALICETO,0.0015,Foudre,2459
Foret,2021-09-03,13,LANCON-PROVENCE,0.05,Foudre,2460
Foret,2021-09-04,13,ROGNES,0.001,Jet D'Objets Incandescents,2461
Foret,2021-09-04,13,CHATEAURENARD,0.005,Depot d'Ordures,2462
Foret,2021-09-05,13,MARTIGUES,0.0005,Depot d'Ordures,2463
Foret,2021-09-05,83,MAZAUGUES,0.002,Malveillance,2464
Foret,2021-09-06,2B,CAGNANO,0.1,Malveillance,2465
Foret,2021-09-06,13,CHATEAUNEUF-LES-MARTIGUES,0.04,Vehicules,2466
Foret,2021-09-06,13,BARBENTANE,0.0015,Depot d'Ordures,2470
Foret,2021-09-07,4,RIEZ,0.034,Foudre,2472
Foret,2021-09-07,2B,BORGO,1.2,Malveillance,2473
Foret,2021-09-07,2B,LINGUIZZETTA,33.45,Malveillance,2474
Foret,2021-09-07,83,MUY (LE),0.19,Jet D'Objets Incandescents,2475
Foret,2021-09-07,13,LAMANON,0.145,Vehicules,2476
Foret,2021-09-07,7,GRAVIERES,1.2,Malveillance,2477
Foret,2021-09-07,83,SEILLONS-SOURCE-D'ARGENS,0.003,Foudre,2478
Foret,2021-09-08,2B,VENZOLASCA,0.15,Malveillance,2479
Foret,2021-09-08,2B,VENZOLASCA,0.35,Malveillance,2480
Foret,2021-09-08,2B,LORETO-DI-CASINCA,0.5,Malveillance,2481
Foret,2021-09-08,7,GOURDON,0.5,Lignes Electriques,2484
Foret,2021-09-11,2B,VIVARIO,0.045,Foudre,2488
Foret,2021-09-12,13,SEPTEMES-LES-VALLONS,0.03,Vehicules,2489
Foret,2021-09-13,13,ROVE (LE),0.0005,Jet D'Objets Incandescents,2491
Foret,2021-09-13,6,BREIL-SUR-ROYA,0.03,Jet D'Objets Incandescents,2492
Foret,2021-09-13,2B,OLETTA,1.722,Conflit,2493
Foret,2021-09-14,13,GEMENOS,0.0005,Loisirs (Particuliers),2495
Foret,2021-09-14,84,SAINT-SATURNIN-LES-APT,0.0016,Foudre,2496
Foret,2021-09-15,13,MOURIES,1.0,Travaux Forestiers,2498
Foret,2021-09-18,5,LAZER,0.3,Travaux Forestiers,2502
Foret,2021-09-19,83,FLAYOSC,0.01,Lignes Electriques,2503
Foret,2021-09-19,6,MANDELIEU-LA-NAPOULE,0.5,Vehicules,2504
Foret,2021-09-20,83,CALLIAN,0.0002,Foudre,2505
Foret,2021-09-23,13,MARTIGUES,0.03,Malveillance,2509
Foret,2021-09-25,2A,TAVACO,0.0857,Involontaire (particulier),2513
Foret,2021-09-25,2A,CUTTOLI-CORTICCHIATO,0.2677,Malveillance,2514
Foret,2021-09-25,13,MARTIGUES,0.01,Malveillance,2515
Foret,2021-09-26,6,CHATEAUNEUF-VILLEVIEILLE,0.025,Foudre,2516
Foret,2021-09-27,34,VIAS,7.055,Travaux (Particuliers),2518
Foret,2021-09-27,83,MAYONS (LES),0.006,Foudre,2520
Foret,2021-09-28,34,ABEILHAN,1.728,Travaux Forestiers,2522
Foret,2021-09-28,2A,ZONZA,0.0001,Travaux (Particuliers),2523
Foret,2021-09-28,6,CONTES,0.006,Foudre,2524
Foret,2021-09-29,66,CANET-EN-ROUSSILLON,1.0,Malveillance,2526
Foret,2021-09-30,83,PIGNANS,0.002,Travaux Forestiers,2527
Foret,2021-09-30,2B,OLMETA-DI-TUDA,0.1,Travaux Industriels/Publics,2529
Foret,2021-09-30,13,NOVES,0.02,Vehicules,2532
Foret,2021-09-30,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.5851,Malveillance,2533
Foret,2021-10-01,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.7191,Malveillance,2534
Foret,2021-10-02,66,COLLIOURE,0.02,Travaux (Particuliers),2539
Foret,2021-10-03,5,ROSANS,0.0001,Foudre,2540
Foret,2021-10-03,13,SAINT-MITRE-LES-REMPARTS,0.01,Foudre,2541
Foret,2021-10-04,2A,BASTELICACCIA,0.1335,Travaux Agricoles,2542
Foret,2021-10-07,13,AUBAGNE,0.03,Lignes Electriques,2543
Foret,2021-10-08,2A,VIGGIANELLO,0.8,Travaux Forestiers,2545
Foret,2021-10-09,2A,SARROLA-CARCOPINO,0.0532,Involontaire (particulier),2546
Foret,2021-10-09,2A,FRASSETO,0.005,Travaux (Particuliers),2547
Foret,2021-10-09,2B,PRUNELLI-DI-FIUMORBO,1.2,Malveillance,2548
Foret,2021-10-09,2B,CALACUCCIA,0.0015,Travaux Forestiers,2549
Foret,2021-10-10,34,OCTON,6.8072,Interet,2550
Foret,2021-10-10,2A,SARTENE,0.2,Travaux (Particuliers),2551
Foret,2021-10-10,2A,ALATA,15.7305,Travaux (Particuliers),2552
Foret,2021-10-10,2A,EVISA,0.7957,Foudre,2554
Foret,2021-10-11,2A,AFA,3.54,Travaux Agricoles,2556
Foret,2021-10-11,2B,NESSA,0.5,Foudre,2557
Foret,2021-10-12,2A,BASTELICACCIA,0.1,Travaux (Particuliers),2563
Foret,2021-10-12,34,MAGALAS,3.4839,Malveillance,2564
Foret,2021-10-12,2A,CALCATOGGIO,0.0004,Travaux (Particuliers),2565
Foret,2021-10-12,34,DIO-ET-VALQUIERES,7.2005,Travaux Agricoles,2566
Foret,2021-10-12,2B,LOZZI,0.05,Malveillance,2567
Foret,2021-10-13,2B,CAGNANO,0.5,Malveillance,2568
Foret,2021-10-13,13,MARSEILLE,0.12,Malveillance,2569
Foret,2021-10-13,2B,CASTELLARE-DI-CASINCA,1.0,Malveillance,2571
Foret,2021-10-13,66,SALSES-LE-CHATEAU,0.5,Jet D'Objets Incandescents,2572
Foret,2021-10-13,2A,SANT'ANDREA-D'ORCINO,0.0303,Travaux Agricoles,2573
Foret,2021-10-13,34,AUMES,3.4718,Malveillance,2574
Foret,2021-10-13,34,CASTELNAU-DE-GUERS,8.0994,Malveillance,2575
Foret,2021-10-14,2A,CUTTOLI-CORTICCHIATO,1.6,Travaux (Particuliers),2578
Foret,2021-10-14,34,PEZENAS,3.1099,Travaux Forestiers,2579
Foret,2021-10-15,2A,PIETROSELLA,0.0001,Travaux (Particuliers),2581
Foret,2021-10-15,66,VILLELONGUE-DELS-MONTS,0.1,Vehicules,2584
Foret,2021-10-16,83,ROQUEBRUNE-SUR-ARGENS,0.005,Loisirs (Particuliers),2587
Foret,2021-10-17,6,GREOLIERES,0.85,Vehicules,2589
Foret,2021-10-18,34,MONTBAZIN,4.2408,Travaux Agricoles,2592
Foret,2021-10-19,2A,CALCATOGGIO,0.0005,Travaux (Particuliers),2593
Foret,2021-10-19,6,EZE,0.3,Travaux (Particuliers),2594
Foret,2021-10-19,2A,SARROLA-CARCOPINO,0.005,Travaux (Particuliers),2595
Foret,2021-10-19,2A,PORTO-VECCHIO,0.3,Travaux Forestiers,2596
Foret,2021-10-20,83,BORMES-LES-MIMOSAS,0.1,Travaux (Particuliers),2597
Foret,2021-10-20,6,LANTOSQUE,0.2,Travaux (Particuliers),2598
Foret,2021-10-20,13,CIOTAT (LA),0.05,Travaux (Particuliers),2600
Foret,2021-10-20,2A,TOLLA,0.3323,Travaux Agricoles,2601
Foret,2021-10-20,13,ENSUES-LA-REDONNE,0.02,Jet D'Objets Incandescents,2602
Foret,2021-10-22,34,VILLEVEYRAC,0.7572,Travaux Agricoles,2604
Foret,2021-10-23,2A,PALNECA,18.42,Interet,2608
Foret,2021-10-23,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.8,Involontaire (particulier),2609
Foret,2021-10-23,2A,SARI-D'ORCINO,0.0025,Travaux (Particuliers),2611
Foret,2021-10-24,2A,ZICAVO,0.005,Depot d'Ordures,2613
Foret,2021-10-25,6,DRAP,0.04,Travaux (Particuliers),2614
Foret,2021-10-25,6,BREIL-SUR-ROYA,0.025,Travaux (Particuliers),2616
Foret,2021-10-25,2B,SOVERIA,10.6,Interet,2617
Foret,2021-10-26,2B,CASTELLO-DI-ROSTINO,7.0,Conflit,2621
Foret,2021-10-27,4,PALUD-SUR-VERDON (LA),0.0004,Involontaire (particulier),2626
Foret,2021-10-27,2A,COGNOCOLI-MONTICCHI,0.0002,Travaux Forestiers,2627
Foret,2021-10-28,34,LESPIGNAN,37.86,Malveillance,2629
Foret,2021-10-31,66,AYGUATEBIA-TALAU,0.003,Malveillance,2632
Foret,2021-11-03,66,SAINT-ANDRE,0.6,Lignes Electriques,2633
Foret,2021-11-03,66,ANSIGNAN,0.1,Loisirs (Particuliers),2634
Foret,2021-11-05,66,ESPIRA-DE-L'AGLY,0.2,Malveillance,2636
Foret,2021-11-06,66,ESPIRA-DE-L'AGLY,4.0,Malveillance,2637
Foret,2021-11-07,66,TAUTAVEL,0.03,Malveillance,2638
Foret,2021-11-08,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.0282,Malveillance,2640
Foret,2021-11-09,66,CASSAGNES,0.2,Travaux (Particuliers),2642
Foret,2021-11-10,5,EMBRUN,0.003,Malveillance,2643
Foret,2021-11-18,66,PEZILLA-LA-RIVIERE,0.5,Depot d'Ordures,2646
Foret,2021-11-22,2A,CIAMANNACCE,0.0015,Travaux Forestiers,2652
Foret,2021-12-07,83,BARGEMON,0.32,Travaux (Particuliers),2655
Foret,2021-12-11,6,SERANON,1.8,Travaux (Particuliers),2656
Foret,2021-12-11,6,ILONSE,0.3,Travaux (Particuliers),2657
Foret,2021-12-16,6,LANTOSQUE,0.5,Interet,2658
Foret,2021-12-17,2A,EVISA,0.06,Travaux (Particuliers),2660
Foret,2021-12-19,2B,VENZOLASCA,8.0,Malveillance,2663
Foret,2021-12-19,2A,PALNECA,0.006,Travaux (Particuliers),2664
Foret,2021-12-20,6,COURSEGOULES,3.8,Interet,2666
Foret,2022-01-01,6,COURSEGOULES,0.5,Interet,2670
Foret,2022-01-02,4,SOLEILHAS,0.15,Travaux Agricoles,2671
Foret,2022-01-04,6,LANTOSQUE,0.5,Travaux (Particuliers),2672
Foret,2022-01-05,66,CERBERE,0.0764,Lignes Electriques,2673
Foret,2022-01-05,2B,VIVARIO,1.0,Malveillance,2674
Foret,2022-01-06,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.0784,Malveillance,2675
Foret,2022-01-06,84,GRAMBOIS,0.0015,Travaux (Particuliers),2676
Foret,2022-01-07,2A,AJACCIO,0.001,Travaux (Particuliers),2677
Foret,2022-01-10,2A,APPIETTO,0.01,Travaux (Particuliers),2679
Foret,2022-01-10,6,TENDE,0.06,Travaux (Particuliers),2680
Foret,2022-01-12,13,PENNES-MIRABEAU (LES),0.06,Travaux (Particuliers),2682
Foret,2022-01-12,13,MEYREUIL,0.04,Travaux (Particuliers),2684
Foret,2022-01-13,13,MALLEMORT,0.002,Travaux (Particuliers),2687
Foret,2022-01-16,2A,RENNO,0.3,Interet,2699
Foret,2022-01-16,4,FUGERET (LE),22.12,Travaux Forestiers,2700
Foret,2022-01-16,7,SOUCHE (LA),5.0,Travaux (Particuliers),2701
Foret,2022-01-17,4,COLMARS,10.57,Jet D'Objets Incandescents,2703
Foret,2022-01-17,7,GENESTELLE,1.0005,Travaux (Particuliers),2704
